Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Correlations and fluctuations,parallel,Hydrokinetic predictions for femtoscopy scales in A+A collisions in the light of recent ALICE LHC results,"Sinyukov, Yuriy",Bogolyubov Institute for Theoretical Physics,Unknown,"A study of energy behavior of the pion spectra and interferometry radii is carried out for the SPS, RHIC and LHC energies within the hydrokinetic approach. The main mechanisms that lead to the paradoxical, at first sight, dependence of the femtoscopy scales on a collision energy, in particular, a decrease of Rout/Rside ratio with the energy growth, are exposed. The hydrokinetic predictions for the HBT radii at the LHC energies are compared with the recent results of the ALICE experiment. The role of non-equilibrium stage of the matter evolution in the formation of femtoscopy scales at the LHC energies is analyzed.
The results are based on:
1. Iu.A. Karpenkov, Yu.M.  Sinyukov. Energy dependence of pion interferometry scales in ultra-relativistic heavy ion collisions.  Phys. Lett. B 688 50 (2010). 
2. Yu.M. Sinyukov, Iu.A. Karpenkov. Hydrokinetic predictions for femtoscopy scales in A+A collisions in the light of recent ALICE LHC results. arXiv:1103.5632v1 [nucl-th] 29 Mar 2011.
3. Very new results based on the Hybrid Hydrokinetic Model (not published yet).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuriy', 'last_name': 'Sinyukov', 'fullName': 'Sinyukov, Yuriy', 'id': '1897350', 'affiliation': 'Bogolyubov Institute for Theoretical Physics', 'emailHash': '8ff427a60e30cee3452939b13061200b', 'db_id': 1897350, 'person_id': 2046992}"
Global and collective dynamics,parallel,Viscous hydrodynamic evolution with non-boost invariant flow for the color glass condensate,"Monnai, Akihiko",The University of Tokyo,Unknown,"The heavy ion program at LHC opened up a new era in the physics of the quark-gluon plasma (QGP) at higher energies. One of the most unique properties of the hot matter is the near-perfect fluidity, which was first discovered in Au-Au collisions at RHIC [1]. Relativistic hydrodynamic analyses on the momentum anisotropy of transverse collective flow revealed that small viscosity in the QGP is essential when the initial conditions are constructed from the color glass condensate (CGC), the description of saturated gluons in the nuclei before collisions. On the other hand, the dynamics of the longitudinal flow has scarcely been discussed so far due to the numerical difficulties of the non-boost invariant viscous hydrodynamic analyses in relativistic coordinates. Since the CGC itself is considered to be successful in reproducing the observed rapidity distributions and multiplicities at RHIC, it would be indispensable to investigate the longitudinal hydrodynamic evolution for the CGC. 

We develop a viscous hydrodynamic model with both shear and bulk viscosity and solve the full second-order constitutive equations [2] in the longitudinal direction with the relativistic coordinates using a novel numerical approach. The estimations are performed with the CGC-type initial distributions for both RHIC and LHC settings. The results exhibit visible and non-trivial deformations of the CGC rapidity distributions during the hydrodynamic stage due to the interplay between two factors: (i) Entropy production from non-equilibrium processes and (ii) entropy flux to the forward rapidity caused by non-boost invariance [3]. We find difference in the hydrodynamic effects at RHIC and LHC, which implies that readjustment of the CGC parameters might be necessary. This would be one of the possible explanations for the fact that the CGC predictions tend to underestimate the multiplicity at mid-rapidity observed in the Pb-Pb collisions at LHC experiments [4]. The results indicate that non-boost invariant hydrodynamic evolution together with viscosity is indispensable for understanding the physics of relativistic heavy ion collisions as a whole. We also obtain several important numerical insights towards a full (3+1)-dimensional viscous hydrodynamic model for the more quantitative analyses.

References:
[1] http://www.bnl.gov/bnlweb/pubaf/pr/PR_display.asp?prID=05-38
[2] A. Monnai and T. Hirano, Nucl. Phys A 847, 283 (2010)
[3] A. Monnai and T. Hirano, arXiv:1102.5053 [nucl-th]
[4] K. Aamodt et al. [The ALICE Collaboration], Phys. Rev. Lett. 105, 252301 (2010)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Akihiko', 'last_name': 'Monnai', 'fullName': 'Monnai, Akihiko', 'id': '1897352', 'affiliation': 'The University of Tokyo', 'emailHash': '3eabb1c8e933b46fb34f91f2f98185a1', 'db_id': 1897352, 'person_id': 2047485}"
"Experiments upgrade, future facilities and instrumentations",parallel,STAR science for the coming decade,"Gagliardi, Carl",STAR Collaboration,Unknown,"The STAR Collaboration has identified eight key questions that will drive RHIC science during the coming decade, six of which involve ultrarelativistic heavy-ion collisions.  What is the nature of the initial state in nuclear collisions?  What are the properties of the strongly-coupled system produced at RHIC, and how does it thermalize?  Are the interactions of energetic partons with QCD matter characterized by weak or strong coupling, and what is the detailed mechanism for partonic energy loss?  Where is the QCD critical point and the associated first-order phase transition line?  Can we strengthen current evidence for novel symmetries in QCD matter and open new avenues?  What exotic particles are created at RHIC?  The STAR detector, with its large acceptance tracking, calorimetry, and particle identification, is an ideal tool to explore these questions.  Complete answers nonetheless will require detector upgrades.  Near-term upgrades, including the Heavy Flavor Tracker and Muon Telescope Detector, will enable a rich program of heavy flavor physics.  Upgrades to the forward region will enable detailed studies of the partonic structure of nuclei and the onset of gluon saturation.  An additional suite of upgrades during the latter part of the decade will position STAR to make crucial measurements in e+p and e+A collisions during the early phase of eRHIC.  The talk will provide an overview of this STAR decadal plan.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carl', 'last_name': 'Gagliardi', 'fullName': 'Gagliardi, Carl', 'id': '1897356', 'affiliation': 'STAR Collaboration', 'emailHash': '1a5d744b14100a143f4dce68e801d621', 'db_id': 1897356, 'person_id': 2047486}"
Heavy flavor and quarkonia production,parallel,Heavy-flavor dynamics in nucleus-nucleus collisions: from RHIC to LHC,"Monteno, Marco",INFN Torino,Unknown,"The understanding of the heavy-quark dynamics in nucleus-nucleus collisions, so far possible at RHIC only through the inclusive measurement of electron spectra from c and b decays, is becoming now accessible at LHC also through the exclusive reconstruction of open-charm hadrons, thus providing a richer physical information useful to discriminate among different theoretical models.
A complete setup to study heavy-flavor observables in pp and AA collisions was recently developed by us: in the latter case the presence of a hot fireball leads to a modification of the final p_T-spectra. More specifically, the propagation of c and b quarks in the plasma (whose evolution is supposed to be described by relativistic hydrodynamics) is followed by solving the relativistic Langevin equation within a picture of multiple uncorrelated random collisions. The relevant heavy-quark transport coefficients are given a microscopic evaluation within the Hard Thermal Loop approximation, supplemented by a kinetic pQCD calculation for hard collisions.
The results obtained with this approach turned out to be in reasonable 
agreement with the experimental data obtained at RHIC, in particular 
for the R_AA of non-photonic electrons.
Here we extend the above study to the LHC case, at the current center-of-mass energy of 2.76 TeV. The first data on primary charged particle density obtained by the ALICE collaboration (dN_ch/deta~1600 in central PbPb collisions) allow to provide an estimate of the initial conditions of the hydrodynamical evolution of the background medium. First results for the spectra, the R_AA and v_2 of open-charm hadrons and non-photonic single-electrons will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marco', 'last_name': 'Monteno', 'fullName': 'Monteno, Marco', 'id': '1897361', 'affiliation': 'INFN Torino', 'emailHash': '748735073bfbb5d9473ef597c5797b19', 'db_id': 1897361, 'person_id': 2047491}"
New theoretical developments,parallel,Jets in QCD media: from color coherence to decoherence,"Mehtar-Tani, Yacine",University of Santiago de Compostela,Unknown,"Jet physics in hadronic collisions is one of the major achievements of perturbative QCD. However, a complete theory of jets in a hot and dense partonic environment remains to be developed. Such a theory is needed in Heavy-Ion Collisions (HIC), at RHIC and now at the LHC, in order to have a clean access to the properties of the Quark-Gluon Plasma (QGP). 

To this end, we have investigated medium modification of the radiation pattern of a quark-antiquark antenna traversing a dense medium in order to understand how the QGP alters color coherence which is an important feature of the intRAjet structure in vacuum. In contrast to gluon radiation in vacuum, and unexpectedly, we find a strict geometrical separation between in-vacuum and medium-induced gluon radiation. Also, a soft logarithmic divergence appears pointing to the possibility of resuming multiple gluon branching in the cascade. Moreover, in the case of an opaque medium near the unitarity bound, a simple and intuitive physical picture arises : the interaction with the QGP leads to the gradual decoherence of the pair yielding a universal radiation pattern which does not depend on the initial color configuration of the antenna. 
These results are in qualitative agreement with the recent  ATLAS and CMS data and provide a starting point for further studies on in-medium  jet modification.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '1897368', 'affiliation': 'University of Santiago de Compostela', 'emailHash': '6f1628f66f92a881d7727f3c4b549e0f', 'db_id': 1897368, 'person_id': 2047497}"
Global and collective dynamics,parallel,The QGP shear viscosity: elusive goal or just around the  corner?,"Shen, Chun",Ohio State University,USA,"The last two years have seen tremendous progress in the theoretical tools for extracting the specific shear viscosity of the quark-gluon plasma in the temperature range explored by heavy-ion collisions at RHIC and LHC. The effects of viscosity on the transverse momentum spectra and differential elliptic flow and their interplay with other hydrodynamic parameters have been studied systematically [1]. A global viscous hydrodynamic fit to charged and identified hadron spectra and elliptic flow at all collision centralities in RHIC Au+Au collisions has been shown to successfully extrapolate to Pb+Pb collisions at the LHC [2], providing a rather good first description of the elliptic flow measured by the ALICE collaboration. Viscous relativistic hydrodynamics has been coupled to a microscopic description of the late hadronic rescattering and freeze-out stage [3,4], thus eliminating previous large uncertainties arising from strong dissipative effects in the hadronic phase [5] and allowing for a first tightly constrained extraction of the QGP shear viscosity from RHIC data [3,6]. The largest remaining uncertainty arises from poor theoretical control over the initial spatial eccentricity of the collision fireball, and a lack of prospects to more tightly constrain this initial deformation theoretically appears to make progress towards further increased empirical precision for the QGP shear viscosity elusive. Recent studies of higher harmonic eccentricity and flow coefficients [7] and their fluctuations from collision to collision using event-by-event hydrodynamics provide, however, a novel angle that may allow to settle this question experimentally. This will be the main focus of my talk. 
[1] Chun Shen, U. Heinz, P. Huovinen, H. Song, Phys. Rev. C82, 054904 (2010). 
[2] Chun Shen, U. Heinz, et al., ""Radial and elliptic flow in Pb+Pb collisions at the Large Hadron Collider from viscous hydrodynamics,'' to be published. 
[3] H. Song, S. A. Bass, U. Heinz, T. Hirano and Chun Shen, arXiv:1011.2783.
[4] H. Song, S. Bass and U. Heinz, Phys. Rev. C, in press [arXiv:1012.0555].
[5] Chun Shen and U. Heinz, arXiv:1101.3703
[6] H. Song, S. Bass, U. Heinz, T. Hirano and Chun Shen, arXiv:1101.4638 [nucl-th].
[7] Zhi Qiu and U. Heinz, ""Event-by-event shape and flow fluctuations in RHIC fireballs,'' to be published.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '1897393', 'affiliation': 'Ohio State University', 'emailHash': '72b55f4bf65e914bcb008719cef77dbc', 'db_id': 1897393, 'person_id': 2047467}"
Heavy flavor and quarkonia production,parallel,Massive QCD antenna radiation in medium,"Ma, Hao",Universidad de Santiago de Compostela,Unknown,"Medium modifications of jets have previously been thoroughly studied by calculating the gluon radiation spectrum off a highly energetic quark traversing a hot and dense QCD medium. But the study of the interference effects, the building block of the QCD jet calculation in vacuum, between different radiators has been missing for quite a long time. In this work we calculate, in the eikonal approximation, the gluon radiation spectrum off a quark-antiquark antenna passing through a deconfined QCD plasma with the masses of the quark and antiquark turned on. The massive quark-antiquark antenna involves both the dead cone effect and the Landau-Pomeranchuk-Migdal (LPM) effect, and takes into account the correlation between both of the emitters leading to an additional strong suppression of gluon radiation at angles smaller than the opening angle of the quark-antiquark pair. Furthermore, the quark-antiquark antenna spectrum is infrared divergent. We calculate the medium-induced energy loss of heavy quarks (charm and bottom) and compare it to well-known results (BDMPS/GLV). The implications on jet quenching observables in heavy ion collisions are also discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hao', 'last_name': 'Ma', 'fullName': 'Ma, Hao', 'id': '1897394', 'affiliation': 'Universidad de Santiago de Compostela', 'emailHash': 'acbbdbd9d81c64895ebf48206f000a66', 'db_id': 1897394, 'person_id': 2047510}"
Electromagnetic probes,parallel,Low mass dimuon production in proton-nucleus collisions at $\sqrt{s} = 27.5$~GeV with the NA60 experiment,"Uras, Antonio","INFN Cagliari, IPNL Lyon",France,"The study of the production of low mass vector and pseudoscalar mesons in proton-nucleus collisions represents a natural baseline for the heavy-ion observations, allowing to provide a reference in an environment of cold nuclear matter. In-medium modifications of the vector meson spectral functions were actually predicted to occur also in cold nuclear matter, though the experimental evidence at the moment is controversial. Proton-nucleus collisions also give access to the study of strangeness production as a function of the size of the nucleus, providing a robust ground for strangeness enhancement in nuclear collisions. Besides that, the study of the nuclear dependence of particle properties in proton-nucleus collisions, as the transverse momentum spectra and the production cross sections, is an effective tool to understand the dynamics of soft hadron interactions.

The NA60 experiment has collected an unprecedented statistics of 180000 low mass muon pairs in proton-nucleus data at $\sqrt{s} = 27.5$~GeV exposing to the beam six target materials: Be, Cu, In, W, Pb and~U. The very good statistical accuracy and dimuon mass resolution allowed us to perform a precision measurement of the $\rho$ line shape related the $T$ parameter of the Boltzmann factor, which was measured for the first time in p-A collisions. The $\rho-\omega$ interference was also investigated and preliminary results are reported. No evidence of in-medium effects is found. In addition, the electromagnetic transition form factors of the $\eta$ and $\omega$ mesons were also measured, with a significant precision improvement with respect to the previous measurements. The $\omega$ results, compared to the latest theoretical developments, still show the presence of an anomaly which is not described by theory. For the $\omega$ and $\phi$ mesons, thanks to the good acceptance coverage, the transverse momentum spectra were measured down to zero $\pt$. Finally, the nuclear dependence of the production cross sections was investigated in terms of the power law $\sigma_\mathrm{pA} \propto \mathrm{A}^\alpha$, and  the $\alpha$ parameter was studied as a function of $\pt$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Antonio', 'last_name': 'Uras', 'fullName': 'Uras, Antonio', 'id': '1897413', 'affiliation': 'INFN Cagliari, IPNL Lyon', 'emailHash': '8fd69e373b537d5b01faa9d8b06d552e', 'db_id': 1897413, 'person_id': 2047520}"
Heavy flavor and quarkonia production,parallel,"J/psi production at forward rapidity in PbPb collisions at sqrt(s_NN) = 2.76 TeV, measured with the ALICE detector","Pillot, Philippe","SUBATECH, Nantes",Unknown,"Heavy quarkonium states are expected to provide essential information on the properties of the high-density strongly-interacting system formed in the early stages of high-energy heavy-ion collisions. Such probes are especially promising at LHC energies, where heavy quarks are copiously produced.

ALICE is the experiment at the LHC mainly dedicated to the study of nucleus-nucleus collisions. At forward rapidity (2.5 < y < 4), the production of heavy quarkonium states is measured down to pT = 0 via their mu+mu- decay channels in the Forward Muon Spectrometer. After a short description of the apparatus, the analysis of the inclusive J/psi production in the first Pb-Pb data collected in the fall 2010 at a center of mass energy of sqrt(s_NN) = 2.76 TeV will be presented. Preliminary results on the nuclear modification factor (R_AA) and the central to peripheral nuclear modification factor (R_CP) will then be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Philippe', 'last_name': 'Pillot', 'fullName': 'Pillot, Philippe', 'id': '1897414', 'affiliation': 'SUBATECH, Nantes', 'emailHash': 'edd60e8caff0cb184932d187379a4c05', 'db_id': 1897414, 'person_id': 2047521}"
QCD phase diagram,parallel,"Net-baryon-, net-proton-, and net-charged particle kurtosis in heavy-ion collisions within a relativistic transport approach","Nahrgang, Marlene",Goethe University Frankfurt and Frankfurt Institute for Advanced Studies (FIAS),Unknown,"We explore the potential of net-baryon, net-proton and net-charge
kurtosis measurements to investigate the properties of hot and dense
matter created in relativistic heavy-ion collisions. Contrary to
calculations in a grand canonical ensemble we explicitly take into
account exact electric and baryon charge conservation on an
event-by-event basis. This drastically limits the width of baryon
fluctuations.
A simple model to account for this is to assume Poisson distributions with a sharp cut-off at the tails.
We present baseline predictions of the energy dependence of the
net-baryon, net-proton and net-charge kurtosis for central ($b\leq
2.75$~fm) Pb+Pb/Au+Au collisions from $E_{lab}=2A$~GeV to
$\sqrt{s_{NN}}=200$~GeV from the UrQMD model. While the net-charge
kurtosis is compatible with values around zero, the net-baryon number decreases to large negative values with decreasing beam energy. The net-proton kurtosis becomes only slightly negative for low $\sqrt{s_{NN}}$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marlene', 'last_name': 'Nahrgang', 'fullName': 'Nahrgang, Marlene', 'id': '1897417', 'affiliation': 'Goethe University Frankfurt and Frankfurt Institute for Advanced Studies (FIAS)', 'emailHash': '4751b9ae0f461a7314fe14eb52013856', 'db_id': 1897417, 'person_id': 2046977}"
Hadron thermodynamics and chemistry,parallel,Production of neutral pions and eta-mesons in pp collisions measured with ALICE,"Reygers, Klaus",University of Heidelberg,Germany,"The inclusive production of $\pi^0$ and $\eta$ mesons is measured at mid-rapidity in pp collisions over a wide transverse momentum ($p_T$) range with the ALICE experiment at $\sqrt{s}$=900GeV, 2.76~TeV and 7~TeV. The mesons are measured via two different techniques: with the calorimeters (PHOS and EMCAL) and via photon conversions reconstructed in the Central Tracking System.

A systematic comparison to next-to-leading order pQCD (NLO) calculations for $\pi^0$ and $\eta$ mesons as well as the $\sqrt{s}$-dependence of the $\pi^0$ production is presented. Furthermore, the $\eta$ to $\pi^0$ ratio as well as the corresponding NLO calculations are discussed.

The presented data serves as a baseline both for the decay photon background for direct photon measurements as well as for the background of electrons in open heavy flavor measurements. It will then be used to calculate the nuclear modification factor, R$_{AA}$, in heavy-ion collisions with ALICE.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Klaus', 'last_name': 'Reygers', 'fullName': 'Reygers, Klaus', 'id': '1897426', 'affiliation': 'University of Heidelberg', 'emailHash': 'de4ed094028029bf19e5ece83511fb26', 'db_id': 1897426, 'person_id': 2047526}"
New theoretical developments,parallel,"Fluctuation, dissipation, and thermalization in non-equilibrium ${\rm AdS}_5$ black hole geometries","Teaney, Derek",Stony Brook University,USA,"We give a simple recipe for computing dissipation
and fluctuations (commutator and anti-commutator correlation functions)   for non-equilibrium black hole geometries. The recipe
formulates Hawking radiation as an initial value problem,
and is suitable for numerical work.  We show how to package the fluctuation and
dissipation near the event horizon into correlators on the stretched horizon.
These horizon correlators determine the  bulk and boundary field theory
correlation functions.
In addition,  the horizon correlators are  the components of a horizon
effective action which provides a quantum generalization of the membrane
paradigm.  In equilibrium, the analysis reproduces previous results on the
Brownian motion of a heavy quark.  Out of equilibrium,  Wigner transforms of
commutator and anti-commutator correlation functions obey a
fluctuation-dissipation relation at high frequency.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Teaney', 'fullName': 'Teaney, Derek', 'id': '1897459', 'affiliation': 'Stony Brook University', 'emailHash': 'f29a910807fafc43d4c4222c4d3246c6', 'db_id': 1897459, 'person_id': 2047551}"
Correlations and fluctuations,parallel,New results on event-by-event ratio fluctuations in PbPb collisions at CERN SPS energies,"Schuster, Tim","Frankfurt Institute for Advanced Studies, Goethe-University Frankfurt",United States,"Event-by-event fluctuations of hadron ratios characterize the hadro-chemical composition of the hot and dense medium created in heavy-ion collisions. This makes the fluctuation signal sensitive to changes in the underlying structure of matter, and phase transition effects in particular. In the SPS energy range, inclusive hadronic observables indicate the onset of the deconfinement phase transition [1], making ratio fluctuations a promising observable to further characterize the transition and possibly reveal signatures of the conjectured critical point as suggested by lattice calculations of quark number susceptibilities at finite mu_B [2]. Kaons and protons carry large parts of the conserved quantities strangeness and baryon number. Their correlation, reflected in the kaon-to-proton ratio fluctuations, is expected to undergo a significant change at the anticipated parton-hadron phase boundary [3].
Results on (K+ + K−)/(p + pbar) and K+/p fluctuations in heavy-ion collisions will be presented for the first time. At 5 energies between sqrt(s_NN) = 6.3 and 17.3 GeV, sigma_dyn has been evaluated in central Pb+Pb collisions. For both ratios, a fast transition from positive sigma_dyn at low SPS energies to negative values at the higher energies is observed, an energy dependence that is not reproduced by hadronic models. While hadronic transport models predict almost constant fluctuations in the SPS energy range, a multiplicity scaling as suggested in [4] is also incompatible with the data. This study is complemented by new results on the centrality dependence of ratio fluctuations at sqrt(s_NN) = 17.3 GeV, which confirm the systematics recently reported at RHIC energies [5].

References
[1] C. Alt et al. [NA49 Collaboration], Phys. Rev. C 77, 024903 (2008) [arXiv:0710.0118 [nucl-ex]].
[2] M. Cheng et al., Phys. Rev. D 79, 074505 (2009) [arXiv:0811.1006 [hep-lat]].
[3] V. Koch, A. Majumder and J. Randrup, Phys. Rev. Lett. 95, 182301 (2005) [arXiv:nucl-th/0505052].
[4] V. Koch and T. Schuster, Phys. Rev. C 81, 034910 (2010) [arXiv:0911.1160 [nucl-th]].
[5] B. I. Abelev et al. [STAR Collaboration], Phys. Rev. Lett. 103, 092301 (2009). [arXiv:0901.1795 [nucl-ex]].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tim', 'last_name': 'Schuster', 'fullName': 'Schuster, Tim', 'id': '1897470', 'affiliation': 'Frankfurt Institute for Advanced Studies, Goethe-University Frankfurt', 'emailHash': '80bdd6560e17d00293084065b8081db6', 'db_id': 1897470, 'person_id': 2047523}"
Correlations and fluctuations,parallel,Energy dependence of the freeze out eccentricity from azimuthal dependence of HBT at STAR,"Anson, Christopher",The Ohio State University,USA,"Non-central heavy ion collisions at RHIC create an anisotropic participant zone of QCD matter under extreme conditions of energy and matter density.  While this zone is initially out-of-plane-extended, pressure gradients cause the hot, dense medium to expand preferentially in plane.  Over time, this expansion makes the shape more spherical, perhaps even becoming extended in the in-plane direction.  The change in shape is determined by the expansion and freeze-out time scales which depend, in part, on the early pressure gradients.  As a result, the freeze-out shape may provide a sensitive probe of the Equation of State of hot QCD matter.

     The recent RHIC Beam Energy Scan at $\sqrt{s_{NN}}$ of 7.7, 11.5, and 39 GeV provides an opportunity to explore the energy dependence of the freeze out eccentricity.  The new low energy data from STAR complements high statistics data sets at $\sqrt{s_{NN}}$ of 62.4 and 200 GeV.  The dependence of the HBT radius parameters on azimuthal angle relative to the reaction plane have been extracted.  These dependences can be related to the freeze out eccentricity within the context of a blast wave model.  We will present STAR's most recent results on azimuthally-dependent HBT across a wide range of energies.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christopher', 'last_name': 'Anson', 'fullName': 'Anson, Christopher', 'id': '1897483', 'affiliation': 'The Ohio State University', 'emailHash': 'ab1b5c6b1e48d5c53f8837aabecd37bc', 'db_id': 1897483, 'person_id': 2047561}"
Electromagnetic probes,parallel,Direct photons at low transverse momentum -- a QGP signal in pp collisions at LHC,"Liu, Fuming",Huazhong Normal University,Unknown,"We predict that direct photon production in pp collisions at 7~TeV
will get at least 10 times enhanced compared to the next to leading
order pQCD predictions, at low transverse momentum ($\pt$ $\lesssim$
10~GeV/c), due to the thermal photon emissions from a quark gluon plasma
(QGP) formed in high multiplicity events. Thus the enhancement of
direct photon production at low $\pt$ can be a QGP signal in pp collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fuming', 'last_name': 'Liu', 'fullName': 'Liu, Fuming', 'id': '1897491', 'affiliation': 'Huazhong Normal University', 'emailHash': 'bf838aff330d2a0e28df1001a1c52aa5', 'db_id': 1897491, 'person_id': 2047566}"
QCD phase diagram,parallel,Deconfinement and chiral transition in QCD at finite temperature,"Petreczky, Peter",BNL,USA,"I will discuss new lattice results on the deconfinement and
chiral aspects of the transition in QCD at nonzero temperature.
I will report on calculations performed using the Highly Improved
Staggered Quark (HISQ) action on Nt=6, 8 and 12 lattices. I will
show the continuum extrapolation for several quantities that are discussed in connection with the transition at nonzero temperature 
as well as the determination of the chiral transition temperature in the continuum limit. I will also show new calculations with the 
asqtad action on Nt=12 lattices which, when combined with the previous Nt=8 HotQCD calculations, give a consistent result for the transition temperature in the continuum limit. Finally I will discuss new findings for the equation of state for HISQ and asqtad actions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Petreczky', 'fullName': 'Petreczky, Peter', 'id': '1897523', 'affiliation': 'BNL', 'emailHash': '9e86ae285689f7141a31c6ea60f4bdfd', 'db_id': 1897523, 'person_id': 2047589}"
Electromagnetic probes,parallel,Exploring compressed nuclear matter with HADES,"Kugler, Andrej",Nuclear Physics Institute,UK,"In the energy domain of 1-2 GeV kinetic energy per nucleon, HADES has been performed systematic studies of electron-positron production in C+C, Ar+KCl, p+p, d+p and p+Nb collisions. Our results demonstrate that electron pair emission in small collision systems, such as C+C, can  essentially  be explained as a superposition of independent N+N collisions with a dominant contribution from the p-n channel. 

The comparison of the N+N reference spectrum with the di-electron invariant-mass distribution measured in Ar+KC collisions shows a pronounced excess radiation. The properties of the excess as a function of the transverse mass are quantified. 

Further medium effects have been investigated in p+Nb interactions at 3.5 GeV by a direct comparison to p+p reactions measured at the same energy. Differential dielectron production cross sections have been extracted and can be compared in detail in the pi^{0},  eta and the vector meson regions. The results will be discussed and compared to the ones obtained in photo-induced reactions.
   
Intriguing results were also obtained from the reconstruction of hadrons with open and hidden strangeness in Ar+KCl collisions. While the measured abundance of all reconstructed particles are well described assuming thermalization, the also reconstructed double-strange baryon Xi^{-} appears about ten times more abundant than expected. Also, the phi/omega ratio is much larger than the one measured in N-N collisions and does not require any OZI suppression.

Further investigations of compressed nuclear matter by means of di-electrons as penetrating probes and strangeness production will be followed up over the forthcoming years with an upgraded HADES detector in Au+Au and  Ag+Ag collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrej', 'last_name': 'Kugler', 'fullName': 'Kugler, Andrej', 'id': '1897493', 'affiliation': 'Nuclear Physics Institute', 'emailHash': '2fc5bde41bde24d90a59ff64139abd8e', 'db_id': 1897493, 'person_id': 2047567}"
Correlations and fluctuations,parallel,Triggered di-hadron correlations in PbPb collisions from the ALICE experiment,"Adare, Andrew",Yale University,USA,"Angular correlations between unidentified hadron trigger and
associated particles are measured by the ALICE experiment for $0.5 <
p_{t}^{(t),(a)} < 15$ GeV/c, where $p_t^{(t)} > p_t^{(a)}$. The
modification of conditional yields in central Pb--Pb collisions is
measured with respect to p--p ($I_{AA}$) and with respect to peripheral
events ($I_{CP}$). Significant suppression is observed on the side
opposing the trigger, while an enhancement is measured on the near
side. The latter result is a notable departure from RHIC measurements.
In addition, the shape of the pair azimuthal distribution is examined
in a variety of centrality categories for pairs in $|\eta| < 0.8$
where $|\eta^{(t)} - \eta^{(a)}| > 0.8$. A set of two-particle Fourier
components $V_{n\Delta} \equiv \langle \cos(n\Delta\phi)\rangle$ are
computed directly from the long-range azimuthal correlation
functions. A series including $V_{1\Delta}$ to $V_{5\Delta}$ describes
the data. For each $n$, a fit is applied over all $p_{T}$ bins
simultaneously to test the collectivity hypothesis $V_{n\Delta} \simeq
v_n^{(t)} \, v_n^{(a)}$. This factorization hypothesis is satisfied at
low $p_{T}$ but not at higher $p_{T}$. The divergence between the data
and the global fit provides a new measure of the onset of nonflow
dominance in long-range correlations due to the away side jet. The
first five single-particle $v_n$ coefficients are presented as new
results from the global fit, and are compared to $v_n$ values
measured by more established methods.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrew', 'last_name': 'Adare', 'fullName': 'Adare, Andrew', 'id': '1897506', 'affiliation': 'Yale University', 'emailHash': 'cfb1170da19b2b2984487aa10ea948c4', 'db_id': 1897506, 'person_id': 2047574}"
